Date,Open,High,Low,Close,Adj Close,Volume
2001-01-16,3.75,3.75,3.75,3.75,3.4936721324920654,3200
2001-01-17,3.75,3.75,3.75,3.75,3.4936721324920654,122800
2001-01-18,3.875,4.125,3.875,4.125,3.8430423736572266,167200
2001-01-19,4.1875,4.28125,4.1875,4.28125,3.988611936569214,59600
2001-01-22,4.25,4.625,4.25,4.5625,4.250634670257568,146800
2001-01-23,4.5,4.78125,4.5,4.6875,4.367094039916992,76000
2001-01-24,4.625,4.625,4.5625,4.5625,4.250634670257568,560000
2001-01-25,4.65625,4.6875,4.625,4.6875,4.367094039916992,143200
2001-01-26,4.625,4.640625,4.625,4.625,4.308862686157227,82000
2001-01-29,4.630000114440918,4.6875,4.599999904632568,4.675000190734863,4.355444431304932,262000
2001-01-30,4.675000190734863,4.675000190734863,4.587500095367432,4.650000095367432,4.332156181335449,339200
2001-01-31,4.675000190734863,4.762499809265137,4.675000190734863,4.6875,4.367094039916992,326000
2001-02-01,4.75,5.300000190734863,4.690000057220459,5.224999904632568,4.867851734161377,2556800
2001-02-02,5.1875,5.25,5.150000095367432,5.207499980926514,4.851548671722412,795600
2001-02-05,5.212500095367432,5.362500190734863,4.980000019073486,4.992499828338623,4.651244640350342,644800
2001-02-06,4.974999904632568,5.005000114440918,4.9375,4.9375,4.600003719329834,1338800
2001-02-07,4.925000190734863,5.0,4.912499904632568,5.0,4.658231258392334,1350400
2001-02-08,5.0,5.039999961853027,4.875,4.875,4.541776180267334,578800
2001-02-09,4.875,4.9375,4.875,4.9375,4.600003719329834,441600
2001-02-12,4.9375,4.9375,4.824999809265137,4.824999809265137,4.495192050933838,327200
2001-02-13,4.824999809265137,4.885000228881836,4.8125,4.8125,4.483547210693359,648800
2001-02-14,4.8125,4.8125,4.767499923706055,4.769999980926514,4.443952560424805,135600
2001-02-15,4.775000095367432,4.787499904632568,4.574999809265137,4.574999809265137,4.262282848358154,454400
2001-02-16,4.525000095367432,4.525000095367432,4.349999904632568,4.517499923706055,4.208712577819824,427200
2001-02-20,4.517499923706055,4.537499904632568,4.452499866485596,4.522500038146973,4.213369846343994,1000400
2001-02-21,4.522500038146973,4.522500038146973,4.474999904632568,4.519999980926514,4.211041450500488,443600
2001-02-22,4.519999980926514,4.534999847412109,4.474999904632568,4.507500171661377,4.199395656585693,623600
2001-02-23,4.525000095367432,4.675000190734863,4.5,4.612500190734863,4.2972187995910645,1222800
2001-02-26,4.625,4.78000020980835,4.625,4.75,4.425320148468018,1182400
2001-02-27,4.75,4.75,4.724999904632568,4.724999904632568,4.4020280838012695,690000
2001-02-28,4.724999904632568,4.75,4.712500095367432,4.75,4.425320148468018,326000
2001-03-01,4.724999904632568,4.724999904632568,4.675000190734863,4.675000190734863,4.355444431304932,155200
2001-03-02,4.6875,4.702499866485596,4.675000190734863,4.690000057220459,4.369420051574707,836800
2001-03-05,4.6875,4.762499809265137,4.6875,4.752500057220459,4.427647590637207,402800
2001-03-06,4.752500057220459,4.775000095367432,4.699999809265137,4.699999809265137,4.378736972808838,610000
2001-03-07,4.699999809265137,4.747499942779541,4.699999809265137,4.747499942779541,4.4229888916015625,89600
2001-03-08,4.744999885559082,4.744999885559082,4.699999809265137,4.699999809265137,4.378736972808838,211600
2001-03-09,4.699999809265137,4.702499866485596,4.675000190734863,4.695000171661377,4.374080657958984,269600
2001-03-12,4.695000171661377,4.724999904632568,4.662499904632568,4.675000190734863,4.355444431304932,106400
2001-03-13,4.712500095367432,4.712500095367432,4.612500190734863,4.612500190734863,4.2972187995910645,671600
2001-03-14,4.612500190734863,4.637499809265137,4.46750020980835,4.474999904632568,4.169114112854004,455600
2001-03-15,4.449999809265137,4.449999809265137,4.287499904632568,4.357500076293945,4.059648036956787,1160400
2001-03-16,4.387499809265137,4.449999809265137,4.337500095367432,4.337500095367432,4.041018486022949,402800
2001-03-19,4.287499904632568,4.4375,4.287499904632568,4.300000190734863,4.006079196929932,1173600
2001-03-20,4.3125,4.389999866485596,4.25,4.275000095367432,3.9827880859375,222000
2001-03-21,4.275000095367432,4.300000190734863,4.0625,4.162499904632568,3.877976894378662,135200
2001-03-22,4.3125,4.462500095367432,4.25,4.462500095367432,4.157470703125,2125600
2001-03-23,4.474999904632568,4.574999809265137,4.474999904632568,4.574999809265137,4.262282848358154,757600
2001-03-26,4.612500190734863,4.625,4.570000171661377,4.625,4.308862686157227,207600
2001-03-27,4.599999904632568,4.612500190734863,4.53249979019165,4.587500095367432,4.273925304412842,435200
2001-03-28,4.574999809265137,4.599999904632568,4.462500095367432,4.462500095367432,4.157470703125,420800
2001-03-29,4.449999809265137,4.449999809265137,4.324999809265137,4.324999809265137,4.029369354248047,535200
